mpr,majelispermusyawaratanrakyat,
mrah,marah,
mrasa,merasa,
mreka,mereka,
mrk,mereka,
mrka,mereka,
mrna,merana,
msh,masih,
msih,masih,
msk,masuk,
mskpn,meskipun,
mslh,masalah,
msng2,masing-masing,
msuh,musuh,
msukny,maksudnya,
mt,makanteman,
muahal,mahal,
mubes,musyawarahbesar,
mui,majelisulamaindonesia,
muker,musyawarahkerja,
mulu,melulu,
mumet,pusing,
mumpung,selagi,
muna,munafik,
munas,musyawarahnasional,
munaslub,musyawarahnasionalluarbiasa,
munfik,munafik,
muntaber,muntahdanberak,
musda,musyawarahdaerah,
musti,mesti,
mustinya,mestinya,
muter,putar,
muter2,muter-muter,
muup,maaf,
muupz,maaf,
muuv,maaf,
mw,mau,
mw,nowwatching,
mz,mas,
n,dan,
na,nya,
naas,nahas,
nabung,tabung,
naek,naik,
nagdain,mengadakan,
nahan,tahan,
najiss,najis,
nak,hendak,
nal,kenal,
nan,dan,
nanam,menanam,
nangess,nangis,
nangis,menangis,
nanya,bertanya,
nanyaa,tanya,
nanyain,tanyakan,
naon,apa,
napa,kenapa,
napas,nafas,
napi,narapidana,
napol,narapidanapolitik,
"napza,""narkotika,alkohol,psikotropika,danzatadiktif"","
Napza,narkobapsikotropikadanzatadiktif,
naq,anak,
"narkoba,""narkotika,psikotropika,danobatterlarang"","
narsis,banggapadadirisendiri,
nasgor,nasigoreng,
Nasihat,nasehat,
nax,anak,
nda,tidak,
ndaa,tidak,
ndak,tidak,
ndak,tidak,
ndiri,sendiri,
ndut,gendut,
ne,ini,
nebeng,ikut,
nego,tawar,
negri,negeri,
nekolim,neokolonialisme,
nekolin,neokolonialisme,
nelfon,menelepon,
nembak,menyatakancinta,
nemu,temu,
next,lanjut,
ngabis2in,menghabiskan,
ngabuburit,menungguberbukapuasa,
ngaco,sembarangan,
ngakak,tertawa,
ngaku,mengaku,
ngalamin,mengalami,
ngambek,marah,
ngambil,mengambil,
ngampus,pergikekampus,
ngamuk2,ngamuk-ngamuk,
nganggur,tidakpunyapekerjaan,
nganter,antar,
ngantri,mengantri,
ngapa,mengapa,
ngapah,kenapa,
ngapain,sedangapa,
ngaret,terlambat,
ngaruh,berpengaruh,
ngasal,sembarangan,
ngasi,memberi,
ngasih,memberikan,
ngawur,berbicarasembarangan,
ngebandel,berbuatbandel,
ngebully,intimidasi,
ngeceng,kumpulbareng-bareng,
ngedadak,mendadak,
ngegassss,sikat,
ngegosip,bergosip,
ngeh,sadar,
ngehe,kesal,
ngehubungin,menghubungkan,
ngeklaim,mengklaim,
ngekos,tinggaldikos,
ngeksis,menjadieksis,
ngelamar,melamar,
ngelayani,melayani,
ngeles,berkilah,
ngeliat,melihat,
ngelidur,menggigau,
ngelu,mengeluh,
ngeluarin,keluarkan,
ngemeng,bicaraterus-terusan,
ngentot,senggama,
ngentotin,senggama,
ngerampok,merampok,
ngerasa,merasa,
ngerasain,merasakan,
ngerepotin,merepotkan,
ngeri,seram,
ngerti,mengerti,
ngga,tidak,
nggak,tidak,
nggk,tidak,
ngibul,berbohong,
ngikik,ketawa,
ngikut,ikut,
ngikutin,mengikuti,
ngiler,mau,
nginep,menginap,
ngiri,iri,
ngisi,mengisi,
ngisiin,mengisikan,
ngk,tidak,
ngliat,melihat,
ngmg,bicara,
ngmng,bicara,
ngn,dengan,
ngo,nongovernmentalorganization,
ngocol,lucu,
ngomong,bicara,
ngomongin,membicarakan,
ngonser,konser,
ngonsumsi,mengonsumsi,
ngubek2,mencari-cari,
ngumpet,sembunyi,
ngumpul,berkumpul,
ngumpulin,mengumpulkan,
ngurus,mengurus,
ngusir2,usir-usir,
nh,nih,
ni,ini,
niatnyaa,niatnya,
nice,bagus,
nich,ini,
nie,ini,
niech,nih,
nieh,ini,
nih,ini,
nikahkah,nikahkan,
nimbrung,ikutserta,
nipu,tipu,
nitizen,netizen,
niyh,nih,
njinkkk,anjing,
njirr,anjing,
njrott,anjing,
nk,ingin,
nkah,nikah,
nmenarik,menarik,
nmr,nomor,
nnt,nanti,
nnti,nanti,
nntn,nonton,
nnton,nonton,
no,nomor,
nobar,nontonbareng,
nomer,nomor,
nongkrong,kumpul-kumpul,
nopember,november,
np,nowplaying,
nrp,narapidana,
ntahla,tidaktahu,
ntap,mantap,
ntar,nanti,
ntar,sebentar,
ntn,nonton,
nu,nahdatululama,
nuhun,terimakasih,
nulis,menulis,
numpuk,bertumpuk,
nunggu,menunggu,
nungguin,menunggu,
nunjukin,tunjukkan,
nunjukkin,menunjukkan,
nutupin,menutupi,
ny,nya,
nyaingin,saing,
nyalahin,salah,
nyampah,membuatsampah,
nyamperin,mendatangi,
nyampyr,nyampur,
nyang,yang,
nyaranin,memberisaran,
nyari,mencari,
nyariin,mencari,
nyasar,tersesat,
nyediaiin,menyediakan,
nyediain,menyediakan,
nyekar,menyekar,
nyela,cela,
nyelesain,menyelesaikan,
nyembah,sembah,
nyemot,ambil,
nyempetin,sempat,
nyerang,serang,
nyesel,nyesal,
nyiapin,mempersiapkan,
nyicil,mencicil,
nyiram,menyiram,
nympr,nyampur,
nyoblos,mencoblos,
nyok,ayo,
nyokap,ibu,
nyuntik,menyuntik,
o,oleh,
o/,oleh,
odmk,orangdenganmasalahkejiwaan,
ogah,tidakmau,
ohh,oh,
oia,ohiya,
ok,ok,
okee,oke,
oknumny,oknumnya,
okt,oktober,
ol,oleh,
ol,online,
omdo,omongdoang,
omg,ohmygod,
omong2,ngomong-ngomong,
ongkir,ongkoskirim,
oon,bodoh,
oot,outoftopic,
orange,oranye,
org,orang,
org2,orang-orang,
orglaen,oranglain,
orkes,olahragadankesehatan,
ortu,orangtua,
ospek,orientasistudidanpengenalankampus,
otda,otonomidaerah,
otre,ok,
"otw,""ontheway,sedangdijalan"","
our,kami,
p,per,
p.s,pesan,
p0rn,porno,
pa,apa,
pacal,pacar,
pahe,pakethemat,
pain,sakit,
pakdhe,om,
pake,pakai,
pakek,pakai,
pala,kepala,
palagi,apalagi,
palinh,paling,
pamerin,pamerkan,
panikkk,panik,
panja,panitiakerja,
pansus,panitiakhusus,
pantes,pantas,
pantesan,pantasan,
pantura,pantaiutara,
paranoid,takut,
parno,takut,
parpol,partaipolitik,
parte,partai,
pas2an,pas-pasan,
pasutri,pasangansuamiistri,
patas,cepatdanterbatas,
pd,pada,
pda,pada,
pdhal,padahal,
pdhall,padahal,
pdhl,padahal,
pdhl,padahal,
pdip,partaidemokrasiIndonesiaperjuangan,
pdskji,perhimpunandokterspesialiskedokteranjiwaindonesia,
pdt,padat,
pecahan2,pecahan-pecahan,
pede,percayadiri,
pelanggarab,pelanggaran,
pelatda,pemusatanlatihandaerah,
pelatnas,pemusatanlatihannasional,
pelcehn,pelecehan,
pembokat,pembantu,
pemda,pemerintahdaerah,
pemilu,pemilihanumum,
pemko,pemerintahkota,
pemkot,pemerintahkota,
pemprov,pemerintahprovinsi,
pemred,pemimpinredaksi,
pendukung2,pendukung-pendukung,
penertiban,tertib,
pengen,ingin,
pengennya,maunya,
pengin,ingin,
penjas,pendidikanjasmani,
penmas,pendidikanmasyarakat,
perda,peraturandaerah,
perek,wanitatunasusila,
peremp,perempuan,
pergub,peraturangubernur,
perhatiin,perhatikan,
perjlnan,perjalanan,
perna,pernah,
persiapin,persiapan,
pertamax,pertama,
pesawt,pesawat,
pesen,pesan,
pesenan,pesanan,
pesenin,pesankan,
pgang,pegang,
pgi,pagi,
pgi,pergi,
pgn,mau,
pi,tapi,
pibadeeeh,semuanya,
pihak2,pihakpihak,
pijetin,pijitkan,
pilgub,pemilihangubernur,
pilkada,pemilihankepaladaerah,
pimpro,pemimpinproyek,
pingin,ingin,
pinter,pintar,
pinter2,pintar-pintar,
pisan,sangat,
pisgor,pisanggoreng,
piye,bagaimana,
pk,penjahatkelamin,
pke,pakai,
pket,paket,
pkr,pakar,
pks,partaikeadilansejahtera,
plg,paling,
plh,pilih,
plis,tolong,
pliss,tolong,
plisss,tolong,
plissss,tolong,
pls,tolong,
plssss,tolong,
plsssssssss,tolong,
pm,privatemessage,
pmhaman,pemahaman,
pmrnth,pemerintah,
pndkung,pendukung,
pndukung,pendukung,
pngen,mau,
pnjilat,penjilat,
pns,pegawainegerisipil,
pny,punya,
poin2,poin-poin,
polantas,polisilalulintas,
polda,kepolisiandaerah,
polll,sekali,
polres,kepolisianresor,
polwan,polisiwanita,
pon,juga,
ponpes,pondokpesantren,
ponsel,teleponseluler,
poster2,poster-poster,
pp,pimpinanpusat,
pp,pulangpergi,
ppa,apa,
prepare,persiapan,
presh,segar,
prg,pergi,
prikitiw,cie,
priksa,periksa,
prilaku,perilaku,
prluu,perlu,
prnh,pernah,
pro,profesional,
problem,masalah,
progress,progres,
prototype,contoh,
prov,provinsi,
prtma,pertama,
psen,pesan,
psn,pesan,
psr,pasar,
pst,pasti,
psti,pasti,
pswt,pesawat,
ptemuan,pertemuan,
puanas,panas,
puegel,pegal,
pulak,pula,
pulangggg,pulang,
pulangggggg,pulang,
pulgar,kasar,
punten,permisi,
puskesmas2,puskesmas-puskesmas,
puter,putar,
puyeng,pusing,
pw,posisinyaman,
qmo,kamu,
qmu,kamu,
qt,kita,
rakor,rapatkoordinasi,
rame,ramai,
ramee,ramai,
rang,orang,
ranmor,kendaraanbermotor,
raskin,rakyatmiskin,
rata2,rata-rata,
rbu,ribu,
re,reply,
ready,tersedia,
red,redaksi,
ref,referensi,
reg,register,
rehab,rehabilitasi,
rejeki,rezeki,
rejekinya,rezekinya,
rekan2,rekan-rekan,
reklamuk,reklamasi,
relationship,hubungan
rempah2,rempah-rempah,
rempong,sulit,
renstra,rencanastrategis,
repp,balas,
reskrim,resersekriminal,
restik,resersenarkotika,
rhs,Rahasia,
rhs,rahasia,
ribet,sukar,
rights,benar,
riweuh,riweh,
rja,raja,
rkyt,rakyat,
rmbt,rambut,
rmh,rumah,
rofl,rollingonthefloorlaughing,
ru,baru,
rubahnn,rubah,
rudal,pelurukendali,
ruko,rumahtoko,
rupany,rupanya,
rusun,rumahsusun,
rusunawa,rumahsusunsewa,
rutan,rumahtahanan,
ruu,rancanganundang-undang,
ruz,terus,
rwt,rawat,
s4,sempat,
sabr,sabar,
sadaar,sadar,
sadarr,sadar,
safe,aman,
sah2,sah-sah,
saia,saya,
saiank,sayang,
saje,saja,
sakarepmu,maumu,
sakiit,sakit,
sakittt,sakit,
salting,salahtingkah,
saltum,salahkostum,
sampe,sampai,
sampek,sampai,
sampeyan,anda,
samsek,samasekali,
sange,birahi,
sapa,siapa,
sapose,siapa,
satkorlak,satuankoordinatorpelaksana,
satpam,satuanpengamanan,
say,sayang,
say,sayang,
sayan,sayang,
sbaliknya,sebaliknya,
sbb,sebagaiberikut,
sbg,sebagai,
sbg,sebagai,
sbgn,sebagian,
sbh,sebuah,
sblm,sebelum,
sbnr,sebenar,
sbnrny,sebenarnya,
sbnrnya,sebenarnya,
sbntr,sebentar,
scara,secara,
scr,secara,
sdg,sedang,
sdgkan,sedangkan,
sdgkn,sedangkan,
sdh,sudah,
sdkt,sedikit,
sdkt,sedikit,
sdngkn,sedangkan,
SE,SuratEdaran,
se7,setuju,
seabrek,banyak,
sebelasduabelas,mirip,
sebelom,sebelum,
sebenernya,sebenarnya,
sebgmn,sebagaimana,
sebuk,sibuk,
sedihhhhhh,sedih,
sedihhhhhhhhhh,sedih,
sekedar,sekadar,
sekjen,sekretarisjenderal,
selaen,selain,
selebretong,selebriti,
selmt,selamat,
selow,santai,
semangatttt,semangat,
semau,asal,
sembako,sembilanbahanpokok,
sempak,celanadalam,
sempet,sempat,
sempet2nya,sempat-sempatnya,
semuaa,semua,
sendratari,senidramatari,
seneng,senang,
sense,rasa,
seorg,seorang,
sept,september,
serasiii,serasi,
sertif,sertifikat,
sertifikatny,sertifikatnya,
sertijab,serahterimajabatan,
seruw,seru,
service,layanan,
sesok,besok,
sesok,besok,
seting,akting,
setting,atur,
sgitunya,segitunya,
sgl,segala,
sgrc,supportgroupandresourcecenter,
sgt,sangat,
shg,sehingga,
shg,sehingga,
shrsnya,seharusnya,
shuami,suami,
siap2,siap-siap,
siapin,siapkan,
sibukny,sibuknya,
sidak,inspeksimendadak,
sie,sih,
siech,sih,
sieee,sih,
sieyh,sih,
sigh,sih,
sihat,sehat,
siiihhh,sih,
sik,sih,
sikit,sedikit,
sikon,situasidankondisi,
simiskin,miskin,
simpedes,simpananpedesaan,
sinetron,sinemaelektronik,
singkron,sinkron,
sip,ok,
siramin,siramkan,
sis,kakakperempuan,
sj,saja,
sjk,sejak,
skali,sekali,
skalian,sekalian,
skit,sakit,
skl,sekali,
sklh,sekolah,
skligus,sekaligus,
skr,sekarang,
skrg,sekarang,
skrng,sekarang,
skt,sakit,
skul,sekolah,
slalu,selalu,
slama,selama,
slesai,selesai,
slh,salah,
slight,sedikit,
sll,selalu,
sllu,selalu,
slm,salam,
slma,selama,
slmt,selamat,
slsai,selesai,
slt,sulit,
sm,sama,
sma,sama,
smbuh,sembuh,
smg,semoga,
smkn,semakin,
smlm,semalam,
smpe,sampai,
smpt,sempat,
smua,semua,
smuanya,semuanya,
smw,semua,
smwny,semuanya,
sndiri,sendiri,
sng,senang,
sni,sini,
soale,soalnya,
soallnya,soalnya,
soalna,soalnya,
soalny,soalnya,
soft,halus,
sohib,teman,
sokong,dukung,
soljum,sholatjumat,
solve,solusi,
somse,sombongsekali,
songong,sombong,
soooo,jadi,
sorry,maaf,
sory,maaf,
sosbud,sosial-budaya,
sosek,sosial-ekonomi,
sospol,sosial-politik,
sotoy,soktahu,
sowry,maaf,
spa,siapa,
spd,sepeda,
sppa,siapa,
sprti,seperti,
spt,seperti,
sptnya,sepertinya,
spy,supaya,
srt,surat,
srtfkt,sertifikat,
st,stasiun,
stasiyn,stasiun,
statemen,pernyataan,
statement,pernyataan,
stay,tetap,
stelah,setelah,
stiap,setiap,
still,masih,
stlh,setelah,
stop,henti,
stressnya,stressnya,
subbag,subbagian,
suk,masuk,
sumbangin,sumbangkan,
sumpek,sempit,
suwun,minta,
sy,saya,
sya,saya,
syaa,saya,
syg,sayang,
syp,siapa,
t4,tempat,
tabanas,tabunganpembangunannasional,
tahi,kotoran,
tai,kotoran,
taik,kotoran,
taik,tahi,
tajir,kaya,
tak,tidak,
takda,tidakada,
taknak,tidakmau,
takoooot,takut,
takpe,tidakapaapa,
takuttttt,takut,
tangkep,tangkap,
tanyaaa,tanya,
tar,nanti,
tarik2,tarik-tarik,
tau,tahu,
tau,tahu,
tauk,tahu,
taun,tahun,
tauu,tahu,
taw,tahu,
tawh,tahu,
tayangan2,tayangan-tayangan,
tbtb,tibatiba,
td,tadi,
tdi,tadi,
tdk,tidak,
te2p,tetap,
teh,kakakperempuan,
teken,tekan,
tekor,rugi,
telat,terlambat,
telkom,telekomunikasi,
telmi,telatberpikir,
telp,telepon,
telpon,telepon,
temaaannn,teman,
teman2,teman-teman,
temen,teman,
temen2,teman-teman,
tenang2,tenangtenang,
tenanggg,tenang,
tengil,menyebalkan,
tengok,menjenguk,
tepar,terkapar,
terbitin,terbitkan,
termsk,termasuk,
tetiba,tiba-tiba,
tetp,tetap,
teve,televisi,
tggu,tunggu,
tgl,tanggal,
tgok,tengok,
tgu,tunggu,
thanks,terimakasih,
thanksss,terimakasih,
thankz,terimakasih,
thd,terhadap,
thdp,terhadap,
these,ini,
thn,tahun,
thx,terimakasih,
thx,thanks,
tidakk,tidak,
tiduuuuurrrr,tidur,
tilang,buktipelanggaran,
tilep,tilap,
time,waktu,
tioghoa,tionghoa,
tipi,TV,
tipiwan,TvOne,
tirani,tiran,
tk,tamankanak-kanak,
tk,tidak,
tkg,tukang,
tks,terimakasih,
tl,timeline,
tlg,tolong,
tll,terlalu,
tlng,tolong,
tlong,tolong,
tlp,telepon,
tlpn,telepon,
tls,tulis,
tman,teman,
tmbah,tambah,
tmbh,tambah,
tmen2,teman-teman,
tmn,teman,
tmn2,teman-teman,
tmpah,tumpah,
tmph,tumpah,
tmpt,tempat,
tnda,tanda,
tngn,tangan,
tngu,tunggu,
tnh,tanah,
tni,tentaranasionalindonesia,
tnp,tanpa,
tnpa,tanpa,
tntg,tentang,
tny,tanya,
tnya,tanya,
tnyta,ternyata,
togel,totogelap,
tokai,tai,
tokoh2,tokoh-tokoh,
tolongggg,tolong,
tolongggggg,tolong,
toserba,tokoserbaada,
toys,main,
tp,tapi,
tpi,tapi,
tpi,tetapi,
tq,terimakasih,
trdhulu,terdahulu,
tren,trend,
trending,trend,
trfkir,terfikir,
trgntg,tergantung,
trh,terhadap,
trhdp,terhadap,
trima,terimakasih,
trims,terimakasih,
trimz,terimakasih,
trkhr,terakhir,
trlalu,terlalu,
trllu,terlalu,
trm,terima,
trmsk,termasuk,
trnyt,ternyata,
tross,terus,
trs,terus,
trss,terus,
trsss,terus,
trus,terus,
truss,terus,
trutama,terutama,
trz,terus,
ts,penulis,
tsangka,tersangka,
tsb,tersebut,
tsb,tersebut,
tsk,tersangka,
tst,tahusamatahu,
ttd,tertanda,
ttg,tentang,
ttng,tentang,
ttp,tetap,
tu,itu,
tuch,tuh,
tudei,hariini,
tuh,itu,
tuir,tua,
tungguin,tunggu,
tunjukin,tunjukkan,
tuwh,tuh,
tv,televisi,
tw,tahu,
twit2,tweet-tweet,
twt,tweet,
tyap,tiap,
u,anda,
u,kamu,
u,untuk,
u/,untuk,
uasai,kuasa,
ud,sudah,
uda,sudah,
udaah,sudah,
udah,sudah,
udahh,sudah,
udeh,sudah,
udh,sudah,
uga,juga,
ugm,universitasgajahmada,
ui,universitasindonesia,
ujg,ujung,
ujung2nya,ujung-ujungnya,
ul,ulangan,
ultah,ulangtahun,
unair,universitasairlangga,
undang2,undangundang,
undip,universitasdiponegoro,
univ,universitas,
untk,untuk,
unyu,lucu,
unyu,menggemaskan,
uplot,unggah,
uppu,apa,
urang,saya,
urg,saya,
usah,perlu,
use,guna,
ust,ustadz,
ut,untuk,
utamain,mengutamakan,
utang,hutang,
utip,kutip,
utk,untuk,
utk,untuk,
utul,ujiantertulis,
uu,undang-undang,
vaksij,vaksin,
valas,valutaasing,
valid,sah,
victory,menang,
vksin,vaksin,
vol,volume,
vote,pilih,
w/,dengan,
wad,buat,
wadir,wakildirektur,
wagub,wakilgubernur,
walachh,oh,
walauoun,walaupun,
walaupum,walaupun,
walopun,walaupun,
wamil,wajibmiliter,
wanjaayyy,anjing,
war,perang,
warbiyasak,luarbiasa,
waria,wanitapria,
warkop,warungkopi,
warnet,warunginternet,
warteg,warungtegal,
wartel,warungtelekomunikasi,
waspadalah,waspada,
wat,buat,
watuk,batuk,
who,worldhealthorganization,
wk,tertawa,
wkt,waktu,
wkt,waktu,
wktu,waktu,
wkwk,tertawa,
wkwkkw,tertawa,
wlopun,walaupun,
wlpn,walaupun,
woeeee,woy,
wtf,whatthefuck,
wth,whatthehell,
x,tidak,
xan,takakan,
xew,apa,
xixixi,tertawa,
y,kenapa,
y,ya,
ya,iya,
yaaaaa,ya,
yaaaahh,ya,
yaacchhh,ya,
yaallaahhh,yaallah,
yachhh,ya,
yad,yangakandatang,
yahh,yah,
yahhhh,yah,
yall,semuanya,
yap,iya,
yapz,iya,
yaudah,yasudah,
yaudahla,yasudah,
yaudahlah,yasudah,
yaudala,yasudah,
yauwda,yasudah,
yawdah,yasudah,
ybs,yangbersangkutan,
ye,ya,
yea,ya,
yeayyy,ya,
yeayyyy,yes,
yee,yes,
yekan,yakan,
yg,yang,
yg,yang,
yh,ya,
yha,ya,
yhh,ya,
yi,yaitu,
yl,yanglain,
yng,yang,
yo,iya,
yoha,iya,
yok,ayo,
yowes,yasudah,
yuk,ayo,
yukk,ayo,
yukkk,ayo,
yup,iya,
ywdh,yasudah,
zonk,bodoh,
tetap,tetap,
