,tweets,sentiment
907,"['covid', 'varian', 'xxb', 'potensi', 'sebar', 'cepat', 'vaksin', 'booster', 'hadir', 'cegah', 'sebar', 'covid', 'sedia', 'daerah', 'indonesia', 'masyarakat']",1.0
908,"['patuh', 'prokes', 'pakai', 'dalam', 'luar', 'ruang', 'vaksin', 'dosis', 'tiga', 'vaksin', 'booster', 'jaga', 'perilaku', 'hidup', 'bersih', 'sehat']",1.0
909,"['ngerasa', 'vaksin', 'booster', 'kesini', 'gampang', 'sakit']",-1.0
910,"['vaksin', 'booster', 'besok', 'kaget', 'umum', 'uas', 'take', 'home']",1.0
911,"['ppkm', 'level', 'kondisi', 'ijo', 'tekan', 'vaksin', 'booster', 'persentasinya', 'duduk', 'booster']",1.0
912,"['sedia', 'vaksin', 'booster', 'tip', 'liput', 'palembang']",1.0
913,"['selamat', 'pagi', 'maaf', 'balas', 'padat', 'antre', 'interaksi', 'syarat', 'hasil', 'negatif', 'rtpcrantigen', 'hapus', 'kakak', 'vaksin', 'booster', 'railmin', 'saran', 'laku']",1.0
914,"['qodarullah', 'allah', 'kasih', 'bicara', 'vaksin', 'booster', 'bolak', 'pkm', 'balai', 'neng', 'banget']",1.0
915,"['jaga', 'tular', 'covid', 'vaksin', 'booster', 'lanjutusia', 'ncovid', 'nbooster', 'ncovid']",-1.0
916,"['patung', 'vaksin', 'booster']",-1.0
917,"['dapetin', 'tiket', 'vaksin', 'booster', 'ku', 'booster', 'tiket', 'muncul', 'vaksin', 'takut', 'masalah', 'data', 'berabe']",-1.0
918,"['vaksin', 'booster', 'lemes']",-1.0
919,"['habis', 'vaksin', 'booster']",1.0
920,"['vaksin', 'booster', 'rata', 'covid', 'back', 'normal']",1.0
921,"['cuaca', 'banget', 'tidur', 'diutuk', 'utukin', 'dipencetin', 'jerawat', 'kaya', 'vaksin', 'booster']",1.0
922,"['yaallahhhh', 'vaksin', 'booster', 'ndek', 'tangan', 'jarem', 'pwolll']",1.0
923,"['personil', 'pangkal', 'balai', 'laksana', 'monitoring', 'warga', 'laksana', 'vaksin', 'booster', 'pangkal', 'balai']",-1.0
924,"['harus', 'vaksin', 'booster', 'ucap', 'selamat', 'gabung', 'klub', 'kopidiot', 'lambat', 'kopidiot', 'cari', 'downline', 'anggota', 'diamond']",-1.0
925,"['informasi', 'wni', 'negeri', 'wajib', 'vaksin', 'booster', 'acu', 'nomor', 'bawa', 'hasil', 'negatif', 'covid', 'koordinasi', 'maskapai', 'ikut', 'negara', 'tuju', 'terimakasih', 'axel']",1.0
926,"['progres', 'vaksin', 'booster', 'lanjutusia', 'capai']",1.0
927,"['dips', 'informasi', 'vaksin', 'booster', 'tembalang']",1.0
928,"['hajar', 'tross', 'vaksin', 'booster']",-1.0
929,"['stasiun', 'layan', 'vaksin', 'booster', 'daop']",1.0
930,"['kasih', 'tidakapa-apa', 'kuat', 'vaksin', 'booster']",1.0
931,"['derita', 'kanker', 'limpoma', 'hodgkin', 'stadium', 'tumor', 'mediastinum', 'jalan', 'kemoterapi', 'radioterapi', 'vaksin', 'booster', 'vaksin', 'sakit', 'kanker', 'dok']",-1.0
932,"['rasa', 'gampang', 'flu', 'danlainlain', 'vaksin', 'booster', 'covid', 'yaacchhh', 'bulan', 'flu']",-1.0
933,"['sentra', 'vaksin', 'booster', 'stasiun', 'gambir', 'stasiun', 'senen', 'besok', 'jadwal', 'jam']",1.0
934,"['banget', 'nonton', 'film', 'avatar', 'bioskop', 'vaksin', 'booster']",1.0
935,"['ambil', 'nomor', 'antri', 'bawa', 'kakak', 'akta', 'kartutandapenduduk', 'vaksin', 'booster']",-1.0
936,"['laksana', 'suntik', 'vaksin', 'booster', 'dimapolres', 'batu']",1.0
937,"['kuat', 'vaksin', 'booster']",1.0
938,"['sumedang', 'layan', 'vaksin', 'booster', 'lanjutusia']",1.0
939,"['covid', 'jenis', 'virus', 'mutasi', 'putus', 'rantai', 'masyarakat', 'terap', 'phbs', 'bareng', 'vaksin', 'booster']",1.0
940,"['booster', 'covid', 'salah', 'kunci', 'putus', 'rantai', 'covid']",-1.0
941,"['kota', 'jakarta', 'pasuk', 'laku', 'batas', 'giat', 'masyarakat', 'ppkm', 'level', 'hitung', 'desember', 'jaga', 'lindung', 'kompak', 'disiplin', 'protokol', 'sehat', 'lengkap', 'vaksinasi', 'vaksin', 'booster']",1.0
942,"['november', 'resmi', 'vaksin', 'booster', 'lanjutusia', 'target', 'sasar', 'vaksinasi', 'lanjutusia', 'umur', 'milik', 'jeda', 'interval', 'enam', 'booster']",1.0
943,"['usia', 'maksimal', 'vaksin', 'booster']",1.0
944,"['hahahahaha', 'jompo', 'brt', 'kantor', 'ngadain', 'vaksin', 'booster', 'sertifikat', 'tiket', 'peduli', 'lindung', 'tunggu', 'tiket', 'input', 'data']",1.0
945,"['cari', 'vaksin', 'booster', 'booster', 'ngent', 'panas', 'panas', 'mood', 'turun', 'jing']",1.0
946,"['izin', 'syarat', 'kakak', 'lokal', 'walahar', 'express', 'tuju', 'purwakarta', 'vaksin', 'booster', 'vaksin', 'dosis', 'layan', 'kakak']",1.0
947,"['pagi', 'suntik', 'vaksin', 'booster', 'pfizer', 'lanjutusia']",1.0
948,"['solo', 'sekar', 'nganter', 'vaksin', 'booster', 'mohon', 'doa', 'restu', 'moga', 'lancar']",1.0
949,"['bijak', 'wajib', 'vaksin', 'booster', 'sertifikat']",1.0
950,"['bantu', 'informasi', 'vaksin', 'booster', 'terimakasih']",1.0
951,"['bingung', 'banget', 'vaksin', 'booster', 'sertifikat', 'vaksin', 'sekar', 'bolak', 'pesawat', 'peduli', 'lindung', 'kuning']",1.0
952,"['selamat', 'siang', 'sertifikat', 'vaksin', 'booster', 'muncul', 'aplikasi', 'peduli', 'lindung', 'boarding', 'tunjuk', 'bukti', 'vaksinasi', 'bentuk', 'cetak']",1.0
953,"['syarat', 'vaksin', 'booster', 'vaksin', 'sertifikat', 'solusi']",1.0
954,"['ian', 'suntik', 'vaksin', 'booster', 'suster', 'sakit', 'pasang', 'muka', 'datar', 'suster', 'sakit', 'senyum']",-1.0
955,"['vaksin', 'booster', 'pas', 'suntik', 'sakit', 'efek', 'samping', 'badan', 'asa', 'sakit', 'demam', 'gaenak', 'badan']",-1.0
956,"['realisasi', 'vaksin', 'booster', 'nyaa', 'booster']",-1.0
957,"['jakarta', 'selatan', 'motivasi', 'integritas', 'rajin', 'jujur', 'tekun', 'tanggung', 'kerja', 'milik', 'kendara', 'sepeda', 'motor', 'milik', 'pribadi', 'sim', 'milik', 'sertifikat', 'vaksin', 'vaksin', 'booster', 'buka', 'fresh', 'graduate']",1.0
958,"['selasa', 'segitu', 'nyakitinnya', 'sakitin', 'vaksin', 'booster']",-1.0
959,"['bego', 'habis', 'vaksin', 'booster', 'sok', 'kuat', 'nggk', 'minum', 'paracet', 'nggk', 'badan', 'today', 'cape', 'kipi', 'kombinasi']",-1.0
960,"['india', 'tuju', 'guna', 'darurat', 'vaksin', 'hidung', 'covid', 'vaksin', 'hidung', 'nasal', 'covid', 'vaccine', 'vaksin', 'booster', 'kuat']",-1.0
961,"['informasi', 'vaksin', 'booster']",1.0
962,"['warga', 'surabaya', 'cari', 'booster', 'lanjutusia', 'layan', 'vaksin', 'jadwal', 'lokasi', 'vaksin', 'booster', 'surabaya', 'monggo', 'simak', 'rek']",1.0
963,"['lukis', 'fix', 'atur', 'pergi', 'mesti', 'vaksin', 'booster', 'swab', 'pergi']",1.0
964,"['bantu', 'laku', 'hasil', 'antigen', 'rapid', 'rest', 'tumpang', 'vaksin', 'booster', 'jarak']",1.0
965,"['selamat', 'pagi', 'izin', 'layan', 'vaksin', 'booster', 'stasiun', 'malang', 'syarat', 'bawa', 'buka', 'letak', 'belah', 'terimakasih']",1.0
966,"['reisa', 'broto', 'asmoro', 'anggota', 'keluarga', 'lanjutusia', 'kondisi', 'sehat', 'akses', 'vaksin', 'covid', 'dosis', 'empat', 'booster']",1.0
967,"['informasi', 'vaksin', 'booster', 'daerah', 'jakarta', 'barat']",1.0
968,"['vaksin', 'booster', 'terap', 'prokes', 'kunci', 'pisah', 'muncul', 'virus', 'covid', 'varian', 'nama', 'omicron']",1.0
969,"['disiplin', 'protokol', 'sehat', 'lindung', 'keluarga', 'vaksin', 'booster', 'antisipasi', 'naik', 'laju', 'tular', 'covid', 'vaksin', 'booster', 'lindung', 'ekstra']",1.0
970,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'pisah', 'muncul', 'virus', 'varian', 'nama', 'omicron']",1.0
971,"['jaga', 'protokol', 'sehat', 'vaksin', 'booster', 'hindar', 'virus', 'varian', 'baru']",1.0
972,"['beri', 'vaksin', 'booster', 'lanjutusia', 'ayo', 'booster']",1.0
973,"['tnipolri', 'sukses', 'gelar', 'laksana', 'vaksin', 'booster', 'bangkal', 'sukses', 'laksana', 'vaksin', 'booster', 'bangkal', 'hasil', 'kerjasama', 'institusi', 'negara', 'tentaranasionalindonesia', 'baca', 'lengkap', 'berita', 'rmoljatim', 'tnipolri', 'sukses']",1.0
974,"['males', 'banget', 'sekrang', 'vaksin', 'booster', 'cari', 'booster', 'sinopharm', 'kosong']",-1.0
975,"['informasi', 'vaksin', 'booster', 'tangerangjakarta']",1.0
976,"['percaya', 'pandemi', 'covid', 'percaya', 'ppkm', 'vaksin', 'booster', 'social', 'distancing', 'bodoh', 'bodoh', 'penting', 'farmasi', 'guna', 'atur', 'booster', 'nirfaedah']",-1.0
977,"['kakak', 'vaksin', 'booster', 'deteksi', 'gtu', 'pas', 'cek', 'peduli', 'lindung', 'gtu']",1.0
978,"['sertifikat', 'vaksin', 'booster', 'muncul', 'kertas', 'bukti']",-1.0
979,"['legal', 'vaksin', 'booster', 'pasti', 'diizinin', 'tinggal', 'terimakasih', 'kakak', 'adain', 'giveaway', 'tiket', 'konser', 'seventeen', 'heran', 'rezeki', 'kakak', 'mama', 'kakak', 'sea', 'lancar', 'moga', 'rezeki', 'kakak', 'keluarga', 'lancar']",1.0
980,"['sea', 'mama', 'sea', 'thankyou', 'sponsor', 'sehat', 'rezeki', 'bytheway', 'legal', 'cuma', 'daerah', 'vaksin', 'booster', 'oktober', 'cari', 'informasi', 'kabar', 'booster', 'tenang']",1.0
981,"['pasti', 'lanjutusia', 'kondisi', 'sehat', 'vaksin', 'booster']",1.0
982,"['vaksin', 'booster', 'menyatakancinta', 'alis', 'suntikin', 'tubuh', 'vaksin', 'booster', 'suntikin', 'tubuh', 'aman']",-1.0
983,"['tum', 'bahas', 'prokes', 'nikah', 'teman', 'vaksin', 'booster', 'tidakbisa']",1.0
984,"['dear', 'admin', 'syarat', 'vaksin', 'booster', 'tumpang', 'jarak', 'ganti', 'swab', 'antigen', 'terima', 'kasih']",1.0
985,"['vaksin', 'booster', 'mati']",1.0
986,"['positif', 'covid', 'gejala', 'berat', 'vaksin', 'booster']",1.0
987,"['selamat', 'malam', 'vaksin', 'booster', 'jalan', 'jarak', 'dokumen', 'bawa', 'berangkat', 'stasiun', 'pasar', 'senen', 'terima', 'kasih']",1.0
988,"['temanteman', 'ku', 'nonton', 'konser', 'bets', 'section', 'pilih', 'struggle', 'banget', 'budget', 'tiket', 'usia', 'legal', 'vaksin', 'booster', 'kakak', 'proof']",-1.0
989,"['positif', 'covid', 'gejala', 'berat', 'vaksin', 'booster']",1.0
990,"['fc', 'sertifikat', 'vaksin', 'fc', 'sertifikat', 'vaksin', 'booster', 'foto', 'kartu', 'keluarga', 'website', 'rekrutmen', 'disnakertrans', 'karawang', 'lamar', 'sesuai', 'kualifikasi', 'proses']",1.0
991,"['badan', 'minimal', 'berat', 'badan', 'ideal', 'body', 'mass', 'indexbmi', 'lt', 'kacamata', 'buta', 'warna', 'parsialtotal', 'mndptkn', 'vaksinasi', 'covid', 'dosis', 'proses', 'pndaftaran', 'mndptkn', 'vaksin', 'booster', 'proses', 'tnd', 'tgn', 'janji', 'magang']",-1.0
992,"['habis', 'vaksin', 'booster', 'moga', 'tumbang']",1.0
993,"['seingetku', 'atur', 'vaksin', 'booster']",1.0
994,"['milik', 'tahu', 'paham', 'mould', 'spesialis', 'injection', 'plastic', 'vaksin', 'booster', 'bukti', 'pedulilindungi', 'milik', 'riwayat', 'sakit', 'berat', 'sedia', 'ikut', 'rangkai', 'rekrutmen', 'cikarang', 'selatan']",-1.0
995,"['open', 'tembak', 'vaksin', 'booster', 'tembus', 'peduli', 'lindung', 'bayar', 'sertifikat', 'minat', 'dm']",1.0
996,"['lamongan', 'malang', 'vaksin', 'booster', 'dosis']",-1.0
997,"['undang', 'vaksin', 'booster', 'sekolah', 'pariwisata', 'trisakti', 'pesanggrahan', 'jakarta', 'selatan', 'daftar', 'diri', 'habis']",1.0
998,"['tangan', 'gel', 'banget', 'vaksin', 'booster', 'kaya']",1.0
999,"['minimal', 'vaksin', 'booster', 'wwkkwkwkwk']",-1.0
1000,"['hayoo', 'vaksin', 'booster', 'tahan', 'tubuh', 'kuat', 'hindar', 'virus']",-1.0
1001,"['dips', 'skrng', 'antarkota', 'vaksin', 'booster', 'gas']",-1.0
1002,"['ayo', 'vaksin', 'booster']",1.0
1003,"['efek', 'sby', 'vaksin', 'booster']",1.0
1004,"['covid', 'tingkat', 'lanjutusia', 'terima', 'vaksin', 'booster']",1.0
1005,"['vaksin', 'booster', 'bayar']",1.0
1006,"['beri', 'vaksin', 'booster', 'lanjutusia']",1.0
1007,"['habis', 'vaksin', 'booster', 'gampang', 'pilek']",1.0
1008,"['haiikak', 'thankyou', 'banget', 'adain', 'giveaway', 'carat', 'nonton', 'bets', 'moga', 'ganti', 'tuhan', 'aamiinaku', 'booster', 'sayang', 'serifikat', 'vaksin', 'booster', 'dipake', 'hehehsemoga', 'untung', 'thank']",1.0
1009,"['moga', 'menang', 'sedih', 'terimakasih', 'kakak', 'keluarga', 'kakak', 'moga', 'lancar', 'rezeki', 'legal', 'vaksin', 'booster', 'moga', 'wishlist', 'nonton', 'seventeen', 'wujud']",1.0
1010,"['anjing', 'kelar', 'vaksin', 'booster', 'jogja', 'shayy', 'ayo', 'jogja', 'mitap']",1.0
1011,"['informasi', 'vaksin', 'booster', 'dosis', 'lanjutusia', 'terima', 'kaish']",1.0
1012,"['braw', 'malang', 'vaksin', 'booster', 'sen', 'pulkam', 'inget', 'booster']",-1.0
1013,"['tiket', 'vaksin', 'booster', 'yasudah', 'tunggu']",1.0
1014,"['lanjutusia', 'booster', 'covid', 'ri', 'tingkat', 'rebak', 'subvarian', 'omicron', 'xbb', 'bq', 'ri', 'beri', 'vaksin', 'covid', 'booster', 'kelompok', 'lanjutusia', 'lupa', 'vaksin', 'booster', 'teman']",-1.0
1015,"['pagi', 'admin', 'sedia', 'vaksin', 'booster', 'stasiun', 'kiaracondong', 'besok', 'terima', 'kasih']",1.0
1016,"['vaksin', 'booster', 'lindung', 'risiko', 'sakit', 'parah', 'vaksin', 'tekan', 'gejala', 'timbul', 'risiko', 'mati', 'akibat']",-1.0
1017,"['surabaya', 'vaksin', 'booster', 'dada', 'pagi', 'demam', 'muntah', 'untung', 'tiket', 'sore']",1.0
1018,"['informasi', 'vaksin', 'booster', 'denpasar', 'dooong']",1.0
1019,"['lanjutusia', 'booster', 'covid', 'ri', 'tingkat', 'rebak', 'subvarian', 'omicron', 'xbb', 'bq', 'ri', 'beri', 'vaksin', 'covid', 'booster', 'kelompok', 'lanjutusia', 'ayo', 'vaksin', 'booster']",-1.0
1020,"['waspada', 'varian', 'xbb', 'cegah', 'covid', 'beri', 'vaksin', 'booster', 'lindung', 'tambah', 'kelompok', 'lanjutusia', 'kurang', 'tingkat', 'parah', 'mati', 'akibat', 'covid']",1.0
1021,"['manfaat', 'beri', 'vaksin', 'booster', 'covid', 'cegah', 'infeksi', 'virus', 'corona', 'tahan', 'tingkat', 'kebal', 'tubuh', 'kuat', 'antibodi', 'bangun', 'panjang', 'lindung', 'virus']",1.0
1022,"['opung', 'lbp', 'atur', 'tambah', 'vaksin', 'booster', 'serial', 'pertanggungjawaban', 'ilmiah', 'kunjung', 'kaji', 'lembaga', 'ilmiah', 'universitas', 'dansebagainya']",1.0
1023,"['jaga', 'jarak', 'patuh', 'prokes', 'vaksin', 'booster', 'lengkap', 'pagipagi', 'pegang']",1.0
1024,"['mimpi', 'daftar', 'vaksin', 'booster']",1.0
1025,"['pagi', 'izin', 'ikut', 'terimakasih', 'ngadain', 'vaksin', 'booster', 'banget', 'nonton', 'bong', 'ndengerin', 'suara', 'dk', 'ngerasain', 'lompat', 'aju', 'bagus', 'bareng', 'teman', 'carat']",1.0
1026,"['ayo', 'vaksinasi', 'tingkat', 'daya', 'tahan', 'tubuh', 'virus', 'corona', 'vaksin', 'booster', 'terap', 'prokes']",1.0
1027,"['ayo', 'vaksin', 'booster', 'hindar', 'virus', 'covid', 'varian', 'omicron']",1.0
1028,"['layan', 'publik', 'bangka', 'proteksi', 'vaksin', 'booster']",1.0
1029,"['moga', 'mimpi', 'wujud', 'penuh', 'kriteria', 'atas', 'krng', 'tiketa', 'dewasasdh', 'vaksin', 'boosterrestu', 'tua', 'krna', 'doa', 'didoain', 'moga', 'nnton', 'svt', 'dukung', 'doa']",1.0
1030,"['maju', 'vaksin', 'booster', 'senyam', 'senyum', 'gakuattt']",1.0
1031,"['aakk', 'makas', 'ngadain', 'masmama', 'kakak', 'seaaku', 'izin', 'ikut', 'kakdone', 'all', 'rules', 'vaksin', 'booster', 'usia', 'legal', 'insyaallah', 'direstuin', 'tua', 'banget', 'konser', 'bong', 'bcs', 'ngerasaincont']",-1.0
1032,"['braw', 'klinik', 'ub', 'vaksin', 'booster', 'butuh', 'banget', 'pulkam']",-1.0
1033,"['konser', 'hidup', 'bytheway', 'umur', 'legal', 'vaksin', 'booster', 'mama', 'sea', 'ketemu', 'bong', 'aamiin']",1.0
1034,"['fakultas', 'lupa', 'vaksin', 'booster']",1.0
1035,"['sea', 'izin', 'ikut', 'terimakasih', 'sea', 'sea', 'mamah', 'sea', 'moga', 'rezeki', 'lancar', 'sehat', 'bahagia', 'seventeen', 'hak', 'vaksin', 'booster']",1.0
1036,"['teriak', 'vaksin', 'booster', 'promo', 'dagang']",1.0
1037,"['layan', 'vaksin', 'stasiun', 'sedia', 'tumpang', 'kakak', 'jarak', 'layan', 'vaksin', 'booster', 'terimakasih']",1.0
1038,"['sea', 'kenal', 'terimakasih', 'adain', 'giveaway', 'mama', 'sea', 'terimakasih', 'moga', 'sea', 'keluarga', 'rezeki', 'bahagia', 'sehat', 'izin', 'ikut', 'umur', 'legal', 'vaksin', 'booster']",1.0
1039,"['ikut', 'achh', 'umur', 'syudah', 'legal', 'syudah', 'vaksin', 'booster', 'syudah', 'lengkap', 'vaksin', 'bayi', 'gede', 'bagong', 'temu', 'seventeen', 'terimakasih', 'yachhh', 'moga', 'ketuk', 'pintu', 'hatimuu', 'heuheuheu']",1.0
1040,"['ikut', 'hihi', 'usia', 'legal', 'vaksin', 'booster', 'izin', 'kantong', 'tinggal', 'tiket', 'ketemu', 'ayangnya']",-1.0
1041,"['okedeh', 'ayu', 'maaciih', 'nanyaa', 'nonton', 'seventeen', 'periksa', 'vaksin', 'booster']",-1.0
1042,"['kakak', 'seamakasi', 'iktn', 'yahka', 'sea', 'banget', 'nonton', 'konser', 'svttapi', 'apa', 'daya', 'tiketmau', 'beli', 'rezekialhasil', 'coba', 'cari', 'carat', 'pda', 'gaakhirnya', 'kakak', 'sea', 'gaaku', 'umur', 'legal', 'vaksin', 'booster']",1.0
1043,"['cuss', 'vaksin', 'booster', 'rezeki', 'moga', 'ketemu', 'choi', 'aamiin', 'terima', 'kasih', 'sea', 'keluarga']",1.0
1044,"['braw', 'vaksin', 'booster', 'rsi', 'unisma', 'bsia', 'agama', 'islam', 'terimakasih']",1.0
1045,"['besok', 'rencana', 'vaksin', 'booster', 'minum', 'susu']",-1.0
1046,"['vaksin', 'booster', 'beli', 'kado', 'teman', 'sms', 'tgr', 'gara', 'booster', 'ngalah', 'cilegon', 'booster', 'sana', 'tgr', 'ketat', 'bestie']",-1.0
1047,"['stasiun', 'layan', 'vaksin', 'booster']",1.0
1048,"['selamat', 'malam', 'syarat', 'kai', 'quiz', 'harus', 'vaksin', 'booster', 'terimakasih']",1.0
1049,"['stasiun', 'layan', 'vaksin', 'booster']",1.0
1050,"['covid', 'paktolong', 'kai', 'makelar', 'vaksin', 'booster', 'syarat']",-1.0
1051,"['rakyat', 'pjbt', 'rakyat', 'covid', 'suruh', 'vaksinboostersyarat', 'prjalanan', 'ngumumin', 'ppkm', 'jelang', 'danlainlain']",1.0
1052,"['pasca', 'vaksin', 'booster', 'badan', 'lemes', 'tangan', 'kiri', 'tidakbisa', 'angkat', 'nyeri']",-1.0
1053,"['informasi', 'vaksin', 'booster', 'jatinangor']",1.0
1054,"['cari', 'mahar', 'sertifikat', 'vaksin', 'booster']",-1.0
1055,"['besok', 'niat', 'vaksin', 'booster', 'gara-gara', 'konser', 'wajib', 'booster', 'tidur', 'seram', 'tidur', 'shubuh']",-1.0
1056,"['serang', 'kuat', 'serang', 'ayo', 'maju', 'takut', 'vaksin', 'booster']",-1.0
1057,"['toweltowel', 'teleponseluler', 'flagship', 'surabaya', 'desember', 'serta', 'vaksin', 'booster', 'bayar', 'uang', 'komitmen', 'hadir', 'rp', 'ribu', 'dana', 'pakai', 'bayar', 'paket', 'makanminum', 'hotel', 'bintang', 'informasi', 'rinci', 'cek', 'lampir']",1.0
1058,"['masyarakat', 'rentan', 'proteksi', 'vaksin', 'booster']",-1.0
1059,"['sinuhun', 'pesta', 'rakyat', 'harap', 'syarat', 'pesawat', 'vaksin', 'booster', 'harap', 'cabut', 'dagang', 'pcr', 'vaksin', 'harap', 'tutup', 'bisnis']",1.0
1060,"['jalan', 'via', 'pesawat', 'terbang', 'status', 'vaksin', 'booster']",-1.0
1061,"['jmb', 'jakarta', 'pesawat', 'booster', 'aman', 'vaksin', 'booster']",-1.0
1062,"['pasti', 'vaksin', 'booster', 'vaksin', 'booster', 'kasih', 'pulang', 'kampung', 'pakai', 'peduli', 'lindung', 'izin', 'rumah', 'repot']",1.0
1063,"['cari', 'exposure', 'pesta', 'bolehin', 'bos', 'negara', 'memhimbau', 'perihal', 'pakai', 'pcr', 'anti', 'gen', 'syarat', 'pergi', 'vaksin', 'booster', 'jadi', 'syarat', 'itu', 'kai', 'salah']",-1.0
1064,"['lanjur', 'kulak', 'vaksin', 'booster', 'bang', 'paduka', 'mulia', 'ri', 'bp', 'ir', 'hajat', 'covid', 'resmi']",1.0
1065,"['pagi', 'nganter', 'vaksin', 'booster', 'lap', 'banteng', 'pas', 'parkir', 'pungut', 'bea', 'parkir', 'rprb', 'mahal', 'atur', 'pemerintahdaerah', 'atur', 'pemerintahdaerah', 'karcis', 'takut', 'dilaporin', 'uang', 'dibalikin']",1.0
1066,"['surabaya', 'vaksin', 'booster', 'toweltowel', 'teleponseluler', 'flagship', 'asus', 'zenfone', 'iqoo', 'rog', 'phone', 'xiaomi', 'uang', 'komitmen', 'hadir', 'minimal', 'rp', 'ribu', 'maksimal', 'rp', 'ribu', 'pakai', 'makanminum', 'hotel', 'bintang']",1.0
1067,"['sukses', 'vaksin', 'booster', 'kepolisianresor', 'bojonegoro', 'kepolisiandaerah', 'jawatimur', 'kapolres', 'bojonegoro']",1.0
1068,"['jalan', 'domestik', 'tumpang', 'vaksin', 'booster', 'syarat', 'thank']",1.0
1069,"['vaksin', 'booster', 'lanjutusia', 'cegah', 'tular', 'covid', 'optimal', 'ncovid', 'nbooster', 'ncovid']",-1.0
1070,"['vaksin', 'booster', 'terap', 'prokes', 'kunci', 'pisah', 'muncul', 'virus', 'covid', 'varian', 'nama', 'omicron']",1.0
1071,"['taat', 'prokes', 'jalan', 'vaksin', 'booster', 'sehat', 'selamat']",1.0
1072,"['upaya', 'upaya', 'tekan', 'angka', 'laju', 'covid', 'sedia', 'distribusi', 'vaksin', 'booster', 'vaksin', 'booster', 'prioritas', 'masyarakat', 'usia']",1.0
1073,"['tanggal', 'des', 'vaksin', 'booster', 'surabaya', 'pasar', 'turi']",-1.0
1074,"['jaga', 'prokes', 'waspada', 'menkes', 'covid', 'varian', 'xbb', 'temu', 'indonesia', 'covid', 'varian', 'xbb', 'budi', 'indonesia', 'aman', 'covid', 'ayo', 'vaksin', 'booster', 'dosis', 'cegah', 'covid']",1.0
1075,"['sebar', 'covid', 'varian', 'xxb', 'cepat', 'luas', 'upaya', 'tekan', 'laju', 'covid', 'sedia', 'vaksin', 'booster', 'tahap', 'vaksinasi', 'prioritas', 'masyarakat', 'usia']",1.0
1076,"['ayo', 'waspada', 'varian', 'xbb', 'indonesia', 'susul', 'temu', 'gegas', 'upaya', 'antisipatif', 'testing', 'tracing', 'kontak', 'erat', 'ayo', 'lupa', 'vaksin', 'booster']",1.0
1077,"['waspada', 'covid', 'subvarian', 'xbb', 'sebar', 'cepat', 'indonesia', 'upaya', 'tekan', 'laju', 'varian', 'sedia', 'vaksin', 'booster', 'tahap', 'tahap', 'vaksinasi', 'booster', 'tahap', 'prioritas', 'lanjutusia']",1.0
1078,"['milik', 'kartutandapenduduk', 'vaksin', 'booster', 'ahayy', 'moga', 'timbang', 'menangg', 'aamiin', 'gustiii']",1.0
1079,"['ketat', 'prokes', 'hindar', 'virus', 'covid', 'lupa', 'vaksin', 'booster']",-1.0
1080,"['ente', 'dukung', 'periode', 'coba', 'vaksin', 'booster', 'tancap', 'otak', 'ente', 'saudaralaki-laki', 'waras']",1.0
1081,"['informasi', 'vaksin', 'booster', 'sleman']",1.0
1082,"['nonton', 'bets', 'vaksin', 'booster', 'minimal', 'vaksin']",-1.0
1083,"['kenal', 'main', 'curahanhati', 'cek', 'sehat', 'tidakapa-apa', 'tes', 'pcr', 'swab', 'vaksin', 'booster', 'heh', 'panggil', 'pakai', 'eneng', 'mbak']",1.0
1084,"['wta', 'anak', 'jarak', 'wajib', 'vaksin', 'booster']",-1.0
1085,"['mudah', 'tinggal', 'vaksin', 'booster']",1.0
1086,"['heran', 'vaksin', 'booster', 'pakai', 'menyatakancinta', 'bayar', 'nyusahin']",1.0
1087,"['habis', 'vaksin', 'booster']",1.0
1088,"['besok', 'pas', 'lgsng', 'vaksin', 'booster', 'sakit']",-1.0
1089,"['maaf', 'lotte', 'vaksin', 'booster']",1.0
1090,"['sebentar', 'nataru', 'syarat', 'jalan', 'wajib', 'vaksin', 'booster']",-1.0
1091,"['vaksin', 'booster', 'persen', 'dinkes', 'daerahkhususibukota', 'lanjutusia', 'cepat', 'akses']",1.0
1092,"['habis', 'ngantar', 'mama', 'vaksin', 'booster', 'dm', 'liat', 'uniqlo', 'harap', 'tshirt', 'one', 'piece', 'final', 'fantasy', 'family', 'sing', 'banyak', 'hebat', 'banjar', 'belanja', 'tumbler', 'belanja', 'baju', 'jt']",1.0
1093,"['koreksi', 'tumpang', 'jarak', 'menengahjauh', 'wajib', 'vaksin', 'booster', 'pakai', 'rapidpcr']",1.0
1094,"['sayap', 'kiri', 'bekas', 'suntik', 'vaksin', 'booster']",-1.0
1095,"['pasti', 'sebar', 'covid', 'henti', 'vaksin', 'booster', 'gelar', 'terima', 'booster', 'vaksin', 'indovac']",1.0
1096,"['lega', 'banget', 'vaksin', 'booster', 'mall', 'pura', 'pura', 'susu']",-1.0
1097,"['pasti', 'sebar', 'covid', 'henti', 'vaksin', 'booster', 'gelar']",1.0
1098,"['baca', 'baca', 'conservative', 'barat', 'spekulasi', 'mati', 'vaksin', 'booster', 'liberal', 'barat', 'mati', 'bunuh', 'entah', 'qatar', 'bebas']",1.0
